MFCC_1;MFCC_2;MFCC_3;MFCC_4;MFCC_5;MFCC_6;MFCC_7;MFCC_8;MFCC_9;MFCC_10;MFCC_11;MFCC_12;MFCC_13;AVG_1;AVG_2;AVG_3;AVG_4;AVG_5;AVG_6;AVG_7;AVG_8;AVG_9;AVG_10;AVG_11;AVG_12;AVG_13;Palabra
46,09;1,44;-0,21;-0,67;-0,57;-0,18;0,22;0,45;0,28;-0,02;-0,28;-0,14;-0,38;43,07;1,31;-0,93;-1,16;-0,88;0,02;0,28;0,34;-0,17;-0,06;-0,21;-0,01;-0,03;5
41,77;2,27;-0,89;-1,12;-1,59;-0,28;-0,1;0,27;-0,28;-0,5;-0,13;0,36;-0,06;43,32;1,63;-1,03;-1,22;-1,09;-0,04;0,37;0,36;-0,14;-0,12;-0,19;0,01;-0,08;5
40,71;0,5;-1,31;-0,95;-1,32;-0,77;0,33;0,3;-0,12;-0,11;-0,11;-0,16;-0,01;43,3;1,62;-1,09;-1,3;-1,16;-0,18;0,36;0,37;-0,11;-0,15;-0,22;-0,03;-0,1;5
40,16;1,93;-1,17;0,52;-1,33;-0,29;0,29;0,5;0,25;-0,01;-0,34;-0,23;0,03;43,16;1,66;-1,13;-1,17;-1,25;-0,21;0,36;0,4;-0,03;-0,14;-0,22;-0,09;-0,11;5
38,97;-0,26;-0,92;0,12;-0,41;-0,28;0,08;0,57;0,17;-0,43;-0,54;-0,31;-0,09;42,82;1,53;-1,13;-1,03;-1,19;-0,23;0,34;0,41;-0,07;-0,19;-0,28;-0,17;-0,13;5
39,4;1,43;-0,7;0,86;0,37;0,32;-0,39;-0,17;-0,35;-0,34;-0,56;-0,3;-0,22;42,28;1,5;-1,1;-0,8;-1,07;-0,21;0,28;0,38;-0,09;-0,2;-0,29;-0,18;-0,14;5
39,98;1,26;-0,92;0,21;0,03;0,15;0;0,24;-0,27;-0,41;-0,77;-0,24;0,21;41,83;1,44;-1,04;-0,6;-0,95;-0,18;0,19;0,35;-0,09;-0,21;-0,34;-0,18;-0,14;5
39,26;0,77;-0,67;1,18;0,11;-0,37;-0,32;-0,34;-0,34;-0,65;-0,81;-0,76;-0,15;41,51;1,22;-0,78;-0,26;-0,74;-0,16;0,14;0,34;-0,03;-0,23;-0,37;-0,2;-0,14;5
40,81;0,38;-1,08;0,36;-0,72;-0,81;-0,33;-0,15;-0,87;-0,73;-0,74;-0,14;-0,06;41,15;1,15;-0,83;-0,04;-0,68;-0,27;0,05;0,25;-0,15;-0,32;-0,43;-0,21;-0,12;5
40,11;1,39;-1,19;-0,13;-0,13;0,06;0,36;-0,28;-0,24;-0,03;0,58;0,03;0,4;40,73;1,11;-0,91;0,04;-0,56;-0,25;0,01;0,14;-0,18;-0,32;-0,37;-0,19;-0,03;5
40,91;0,96;-1,23;-0,52;-0,04;0,33;0,2;0,21;-0,02;0,27;-0,06;0,11;0,42;40,21;1,06;-1,01;0,05;-0,5;-0,19;0,01;0,11;-0,21;-0,29;-0,35;-0,16;0,05;5
40,33;0,85;-0,54;-0,41;-0,06;0,27;-0,3;0,39;-0,4;0,12;-0,31;-0,17;0,1;40,07;0,92;-0,97;0,12;-0,35;-0,14;-0,01;0,13;-0,22;-0,23;-0,37;-0,22;0,06;5
39,46;0,26;-0,92;-0,39;-0,18;0,45;-0,44;0,22;-0,34;0,06;-0,37;0,41;0,21;39,94;0,9;-0,93;0,18;-0,24;-0,02;-0,09;0,12;-0,24;-0,21;-0,39;-0,16;0,08;5
38,26;1,76;-0,1;0,74;0,02;0,12;0,11;-0,65;-0,34;0,08;-0,48;-0,35;-0,19;39,75;0,88;-0,83;0,2;-0,1;0,02;-0,1;0;-0,3;-0,21;-0,41;-0,17;0,06;5
38,41;2,02;-0,85;0,63;0,11;0,57;-0,05;0,04;-0,2;-0,07;-0,22;0,23;0,2;39,69;1,11;-0,82;0,25;-0,05;0,11;-0,12;-0,05;-0,34;-0,17;-0,37;-0,12;0,09;5
38,5;1,72;0,06;0,93;0,21;0,19;-0,76;-0,26;-0,36;0,03;-0,02;-0,29;-0,06;39,6;1,14;-0,74;0,26;-0,07;0,09;-0,15;-0,06;-0,34;-0,13;-0,32;-0,12;0,11;5
38,12;0,6;-0,37;0,26;0,51;0,71;0,33;0,76;0,47;0,34;0,47;0,09;-0,3;39,42;1,07;-0,69;0,26;-0,02;0,15;-0,12;-0,01;-0,27;-0,06;-0,2;-0,09;0,06;5
38,7;0,89;-0,47;0,26;0,3;0,15;0,18;0,2;0,21;0,47;0,04;0,18;-0,33;39,36;1,08;-0,67;0,17;0;0,2;-0,07;0,05;-0,21;0,05;-0,11;0,01;0,04;5
37,99;0,61;-0,35;0,25;0,2;0,54;0,02;-0,04;-0,16;0,1;-0,02;0,58;0,51;39,08;1,11;-0,6;0,16;0,09;0,34;-0,04;0,06;-0,14;0,14;-0,04;0,08;0,1;5
36,5;-0,03;-1,43;-0,12;-0,3;-0,15;-0,3;-0,18;0,45;0,33;0,49;0,49;0,09;38,72;0,96;-0,62;0,16;0,08;0,32;-0,1;0,07;-0,07;0,17;-0,05;0,13;0,06;5
37,1;1,44;-0,71;0,98;0,45;0,39;0,09;-0,25;-0,05;-0,12;-0,07;-0,07;-0,05;38,34;1,01;-0,57;0,31;0,13;0,32;-0,11;0,02;-0,07;0,13;-0,05;0,11;0,02;5
38,42;0,85;-0,29;0,86;0,93;0,73;0,54;0,24;0,06;-0,29;-0,16;0,08;-0,19;38,15;1,01;-0,54;0,44;0,22;0,37;-0,03;0,01;-0,03;0,09;-0,03;0,13;-0,01;5
38,28;1,55;-0,4;0,75;0,2;0,37;-0,28;-0,56;-0,66;-0,2;0,11;0;-0,52;38,03;1,14;-0,49;0,55;0,26;0,36;-0,01;-0,07;-0,06;0,07;0,01;0,09;-0,08;5
37,76;0,92;-1,72;0,32;-0,11;-0,62;-0,79;-0,37;-0,18;-0,33;-0,55;-0,1;-0,25;37,98;1,06;-0,65;0,51;0,25;0,29;-0,1;-0,04;-0,04;0,03;0,01;0,12;-0,09;5
39,18;0,75;-0,65;0,76;0,25;0,07;0,45;-0,01;-0,11;-0,27;-0,75;-0,86;-0,33;38,05;0,93;-0,63;0,52;0,26;0,24;-0,05;-0,05;-0,03;0,01;-0,05;0,01;-0,14;5
38,89;1,82;-0,41;0,11;0;0,28;0,98;0,44;-0,02;0,21;-0,3;-0,11;-0,43;38,09;0,94;-0,68;0,44;0,24;0,25;0,12;0,02;0;0,02;-0,07;0,03;-0,18;5
37,6;0,99;-1,1;-0,05;-0,45;0,01;-0,7;-0,7;-1,07;-0,33;-0,91;-0,3;0,39;38,04;0,98;-0,75;0,41;0,15;0,18;0,02;-0,12;-0,15;-0,04;-0,21;-0,01;-0,11;5
38,7;1,32;-0,31;-0,21;-0,26;0,54;0,75;0,4;-0,49;-0,28;-0,41;0,2;-0,34;38,04;1,02;-0,74;0,36;0,09;0,21;0,08;-0,1;-0,22;-0,12;-0,26;-0,01;-0,11;5
38,33;0,98;-0,73;0,12;-0,62;-0,02;-0,48;-0,66;-0,99;-1,01;-1,12;-0,06;-0,27;38,08;1,06;-0,78;0,35;0,01;0,16;0,03;-0,17;-0,31;-0,23;-0,37;-0,07;-0,19;5
41,41;1,51;0,57;-0,29;-0,89;0,18;0,51;-0,03;-0,32;0,11;-0,04;0,38;-0,15;38,57;1,21;-0,58;0,33;-0,05;0,19;0,11;-0,15;-0,38;-0,25;-0,42;-0,08;-0,22;5
45,08;0,24;-1,45;-0,94;-0,43;0,56;-0,08;-0,06;0,02;0,26;0,37;-0,14;-0,15;39,37;1,09;-0,65;0,14;-0,14;0,21;0,09;-0,13;-0,38;-0,21;-0,38;-0,09;-0,22;5
47,24;1,61;-1,72;-0,24;-0,14;0,22;-0,14;-0,49;-0,2;-0,22;-0,02;-0,48;0,1;40,25;1,17;-0,79;0,03;-0,24;0,16;0,02;-0,2;-0,4;-0,21;-0,36;-0,15;-0,2;5
48,34;0,65;-0,83;0,62;-0,08;1;-0,68;-1,03;-0,31;-0,09;0,18;0,51;0,74;41,25;1,08;-0,84;0,02;-0,27;0,22;-0,02;-0,25;-0,37;-0,19;-0,36;-0,1;-0,07;5
47;0,09;-1,45;-0,65;-1,57;0,17;-0,55;-0,56;-0,1;-0,26;-0,03;-0,21;-0,22;42,18;1;-0,81;-0,08;-0,42;0,3;0,01;-0,27;-0,36;-0,19;-0,3;-0,11;-0,07;5
43,03;0,56;-0,94;-1,23;-1,44;0,47;0,46;0,47;-0,37;0,35;0,63;0,69;0,12;42,56;0,98;-0,84;-0,28;-0,59;0,34;0,01;-0,22;-0,39;-0,13;-0,17;0,05;-0,02;5
45,08;-0,15;-1,77;-1,86;-1,04;0,44;-0,44;0,79;0,13;-0,19;0,61;0,88;0,55;43,18;0,78;-0,97;-0,47;-0,69;0,36;-0,14;-0,19;-0,37;-0,17;-0,07;0,15;0,08;5
44,51;-0,47;-1,38;-1,75;-0,87;1,34;-0,63;-0,09;-0,39;-0,76;1,09;0,74;-0,29;43,87;0,63;-1;-0,64;-0,73;0,49;-0,13;-0,13;-0,3;-0,21;0,13;0,25;0,01;5
44,95;0,2;-1,71;-1,51;-1,25;0,8;-0,65;-0,38;0,1;-0,68;0,61;-0,15;0,07;44,5;0,52;-1,14;-0,77;-0,83;0,52;-0,27;-0,2;-0,24;-0,25;0,23;0,22;0,05;5
44,18;0,09;-1,27;-0,74;-1,13;0,03;-0,58;-0,41;-0,21;-0,85;0,15;0,03;-0,53;45,08;0,43;-1,2;-0,86;-0,88;0,52;-0,28;-0,18;-0,16;-0,23;0,35;0,23;0,02;5
44,56;0,7;-1,96;-0,35;0,04;-0,27;-0,32;-0,05;-0,09;0,14;0,19;-0,16;-0,52;45,4;0,35;-1,45;-0,87;-0,79;0,48;-0,36;-0,18;-0,14;-0,23;0,38;0,17;-0,01;5
43,67;0,99;-1,69;-0,57;-0,61;-0,03;-0,55;-0,05;-0,45;-0,6;0,06;-0,21;0,03;45,26;0,43;-1,47;-0,83;-0,81;0,42;-0,41;-0,18;-0,19;-0,32;0,35;0,17;0;5
44,92;-0,05;-1,28;-1,08;-0,85;0,4;0,07;0,19;0,21;-0,16;-0,69;-0,65;-0,12;45,02;0,26;-1,43;-0,91;-0,88;0,43;-0,39;-0,11;-0,15;-0,31;0,28;0,15;-0,02;5
41,21;1,8;-0,92;-0,61;-0,8;-0,23;-0,45;0,8;0,3;-0,4;-0,41;-0,61;-0,01;44,31;0,38;-1,44;-1,04;-0,95;0,31;-0,36;0,07;-0,09;-0,34;0,22;0,04;-0,09;5
43,83;1,21;-2,7;-0,96;-0,22;0,71;0,57;0,69;0,4;0,37;0,75;-0,25;0,11;43,99;0,49;-1,56;-1,07;-0,82;0,37;-0,25;0,2;-0,04;-0,28;0,3;0,03;-0,06;5
44,84;2,38;-2,5;-0,14;0;-0,02;-0,31;0,22;-0,37;-0,15;0,32;0,07;0,45;44,17;0,67;-1,72;-0,96;-0,67;0,32;-0,33;0,17;-0,04;-0,33;0,27;-0,03;-0,03;5
46,73;0,21;-1,88;-1,14;-0,41;0,03;0,06;0,02;-0,06;-0,05;-0,16;0,29;0,02;44,34;0,71;-1,73;-0,89;-0,61;0,28;-0,28;0,09;-0,05;-0,31;0,19;-0,09;-0,08;5
43,32;2,52;-2,69;-0,33;-1,09;0,53;0,34;-0,09;-0,18;-0,51;0,07;0,51;0,01;44,22;1,01;-1,86;-0,74;-0,63;0,19;-0,18;0,09;-0,03;-0,29;0,09;-0,11;-0,05;5
44,31;1,44;-1,8;-0,99;-1,14;0,38;-0,19;-0,29;-0,08;-0,74;-0,18;0,86;-0,2;44,16;1,13;-1,87;-0,69;-0,62;0,15;-0,13;0,1;-0,05;-0,3;0,01;-0,01;-0,08;5
46,38;-0,23;-1,72;-0,76;-0,47;0,7;-0,34;-0,74;-0,4;0;0,19;0,38;0,77;44,38;1,1;-1,91;-0,69;-0,55;0,22;-0,11;0,07;-0,07;-0,21;0,01;0,02;0,05;5
43,69;1,79;-2,18;0,6;0,69;1,14;0,01;0,2;0,37;-0,27;0,22;-0,27;-0,05;44,29;1,21;-1,94;-0,6;-0,49;0,36;-0,08;0,09;-0,03;-0,25;0,02;0,01;0,1;5
41,98;2,02;-1,02;-0,64;-0,81;1;0,2;0,07;0,21;0,78;0,48;0,73;0,57;44,12;1,31;-1,87;-0,6;-0,51;0,46;0;0,11;0,04;-0,11;0,06;0,11;0,15;5
43,55;1,6;-0,91;-1,45;-1,29;1,45;0,29;-0,14;0,63;0,35;0,36;-0,32;0,12;43,98;1,47;-1,83;-0,64;-0,55;0,57;0,02;0,07;0,08;-0,06;0,16;0,14;0,18;5
42,72;0,45;-1,29;-1,62;-1,39;0,2;-0,62;-0,24;0,05;-0,61;-0,22;-0,05;-0,39;44,13;1,34;-1,87;-0,74;-0,61;0,61;0;-0,03;0,06;-0,08;0,18;0,19;0,14;5
41,47;1,54;-0,69;0,56;-0,32;0,23;-0,02;0,02;0,43;0,12;-0,19;-0,48;-0,51;43,9;1,37;-1,67;-0,59;-0,62;0,56;-0,06;-0,1;0,06;-0,11;0,09;0,17;0,08;5
41,44;0,57;-0,41;-0,18;0,31;0,93;0,78;0,6;-0,36;-0,44;-0,64;-0,95;-0,52;43,56;1,19;-1,46;-0,59;-0,59;0,66;0,05;-0,06;0,06;-0,14;-0,01;0,07;-0,02;5
41,88;2,17;-1,21;0,04;-0,02;0,51;0,21;-0,17;0,29;-0,08;0,07;0,35;0,11;43,07;1,39;-1,39;-0,48;-0,55;0,71;0,07;-0,08;0,1;-0,14;0,02;0,08;-0,01;5
44,78;0,26;-1,6;-0,18;-0,22;0,03;-0,28;-0,2;-0,31;-0,59;-0,42;0,13;-0,09;43,22;1,16;-1,28;-0,46;-0,47;0,66;0;-0,09;0,08;-0,15;-0,03;0,04;-0,02;5
44,75;0,65;-1,64;-0,09;-0,01;-0,22;-0,38;-0,42;-0,19;-0,44;-0,48;0,32;-0,09;43,26;1,08;-1,27;-0,37;-0,35;0,6;-0,02;-0,1;0,07;-0,12;-0,06;-0,02;-0,01;5
42,35;0,15;-2,04;-0,93;-0,17;0;-0,68;-0,49;-0,46;-0,05;0,06;0,23;0,08;42,86;1,12;-1,3;-0,39;-0,32;0,53;-0,05;-0,08;0,07;-0,12;-0,08;-0,03;-0,08;5
43,69;1,39;-0,96;-0,02;0,03;0,03;-0,29;-0,31;-0,22;-0,12;-0,38;0,04;0,38;42,86;1,08;-1,18;-0,45;-0,39;0,42;-0,08;-0,13;0,01;-0,11;-0,14;0;-0,03;5
42,63;1,73;-0,5;-0,04;-0,01;0,13;-0,44;0,25;-0,03;-0,37;-0,44;-0,38;-0,3;42,93;1,05;-1,13;-0,39;-0,31;0,33;-0,14;-0,11;-0,02;-0,22;-0,23;-0,11;-0,12;5
39,1;2,33;-0,79;0,94;0,33;0,33;-0,11;0,29;0,09;-0,38;-0,48;-0,03;-0,18;42,48;1,12;-1,11;-0,15;-0,15;0,22;-0,18;-0,07;-0,07;-0,3;-0,31;-0,08;-0,15;5
38,98;2,14;-0,52;0,51;0,19;0,07;0,27;0,79;-0,01;-0,45;-0,46;-0,01;0,11;42,11;1,29;-1,04;0,06;0,01;0,2;-0,09;0,04;-0,08;-0,28;-0,34;-0,08;-0,1;5
40,55;0,42;-0,6;-0,35;-0,76;-0,33;0,11;-0,11;-0,65;-0,67;-0,77;-0,51;-0,39;42,01;1,18;-1,03;-0,03;-0,03;0,15;-0,08;0,02;-0,19;-0,36;-0,39;-0,08;-0,09;5
43,76;1,62;-0,98;-1,45;-0,16;-0,51;-0,81;0,58;0,45;-0,69;0,01;0,1;-0,13;42,25;1,29;-1,08;-0,16;-0,08;0;-0,24;0,02;-0,11;-0,38;-0,33;0,02;-0,05;5
46,38;1,4;-1,38;-1,29;-0,44;-0,21;0,18;0,73;0,24;-0,11;-0,58;0,53;0,23;42,7;1,21;-1,1;-0,29;-0,12;-0,07;-0,24;0,11;-0,11;-0,39;-0,39;0,04;-0,04;5
46,34;1,11;-0,78;-1,21;-0,87;-0,21;-0,25;0,09;-0,06;-0,25;-0,37;-0,05;0,17;42,85;1,29;-1,02;-0,39;-0,19;-0,09;-0,24;0,14;-0,08;-0,35;-0,39;0,02;-0,01;5
42,86;2,05;-0,67;-0,83;-1,2;0,04;0,35;0,93;-0,07;-0,09;0,07;0,08;0,52;42,66;1,43;-0,92;-0,47;-0,31;-0,07;-0,17;0,28;-0,07;-0,32;-0,33;0;0,05;5
43,74;1,11;-1,03;-1,15;-0,68;0,25;0,57;0,48;-0,19;-0,11;-0,33;0,03;0,18;42,8;1,53;-0,82;-0,49;-0,36;-0,04;-0,04;0,37;-0,05;-0,32;-0,37;-0,02;0,06;5
42;1,54;-1,62;-0,44;-0,32;0,41;0,67;0,66;-0,14;-0,22;-0,25;0,24;0,05;42,63;1,55;-0,89;-0,53;-0,39;0;0,05;0,47;-0,04;-0,33;-0,36;0;0,03;5
42,01;1,54;-0,78;-0,01;-1,03;-0,09;0,68;0,85;-0,01;-0,49;-0,64;0,69;1,08;42,57;1,53;-0,91;-0,53;-0,5;-0,02;0,17;0,53;-0,04;-0,35;-0,38;0,11;0,17;5
41,44;1,82;-2;-0,09;-0,54;0,28;0,23;0,66;0,04;-0,34;-0,27;-0,02;-0,4;42,81;1,48;-1,03;-0,63;-0,58;-0,03;0,2;0,57;-0,04;-0,34;-0,36;0,11;0,14;5
40,32;1,49;-2,11;0,03;-0,26;-0,34;0,07;0,48;-0,21;-0,65;-0,91;-0,53;-0,14;42,94;1,41;-1,19;-0,68;-0,63;-0,07;0,18;0,54;-0,06;-0,36;-0,41;0,06;0,12;5
39,89;0,73;-1,38;0,33;0,29;0,29;-0,27;0,28;0,89;0,23;0,16;0,04;-0,05;42,88;1,44;-1,27;-0,61;-0,52;-0,01;0,14;0,57;0,09;-0,27;-0,31;0,11;0,15;5
40,41;0,32;-1,49;0,87;0,39;-0,47;-0,87;-0,39;0,32;0,24;-0,35;-0,43;-0,32;42,54;1,31;-1,32;-0,38;-0,47;0;0,14;0,48;0,08;-0,18;-0,35;0,06;0,13;5
41,11;0,67;-1,19;0,54;0,74;0,15;-0,24;-0,16;-0,04;0,24;0,04;0,25;0,09;42,01;1,24;-1,3;-0,2;-0,35;0,03;0,09;0,39;0,05;-0,14;-0,29;0,03;0,12;5
40,48;1;-2,13;-0,11;0,14;0,07;-0,27;-0,4;0,49;-0,03;-0,54;-0,31;-0,26;41,43;1,23;-1,44;-0,08;-0,25;0,06;0,09;0,34;0,11;-0,12;-0,3;0,01;0,08;5
43,28;1,82;-2,97;-0,32;0,22;-0,47;-0,52;0,31;0,18;-0,35;-0,3;0,06;-0,12;41,47;1,21;-1,67;-0,03;-0,11;0,01;0,01;0,28;0,13;-0,15;-0,34;0;0,01;5
44,08;1,18;-1,1;0;0,44;0,26;0,03;0,31;-0,41;-0,48;-0,14;-0,04;-0,41;41,5;1,21;-1,68;0,08;0,01;0,01;-0,05;0,26;0,11;-0,19;-0,32;0;-0,05;5
43,63;1,42;-1,69;0,58;-0,12;0,47;0,18;0,44;0,57;-0,1;-0,25;-0,1;0,4;41,67;1,2;-1,68;0,18;0,03;0,01;-0,1;0,24;0,18;-0,17;-0,32;-0,04;-0,01;5
45,44;0,74;-1,45;0,29;0,08;0,38;-0,29;-0,16;-0,03;-0,26;-0,12;0,42;0,2;42,01;1,12;-1,75;0,21;0,14;0,06;-0,19;0,14;0,18;-0,15;-0,27;-0,07;-0,1;5
44,32;1,04;-1,15;-1,07;-0,72;0,74;0,38;0,28;0,11;0,46;0;0,01;0,06;42,3;1,04;-1,67;0,11;0,12;0,11;-0,18;0,1;0,19;-0,07;-0,24;-0,06;-0,05;5
43,14;2,1;-0,4;-0,72;-0,37;0,47;-0,5;-0,06;-0,69;-0,76;0,3;0,52;0,52;42,58;1,1;-1,5;0,04;0,11;0,19;-0,24;0,05;0,14;-0,08;-0,12;0,04;0,01;5
44,74;1,9;0,21;-0,59;-0,26;0,69;-0,07;0,05;0,05;-0,63;-0,57;0,21;-0,14;43,06;1,22;-1,34;-0,05;0,05;0,23;-0,22;0,02;0,06;-0,17;-0,19;0,06;0;5
46,32;-0,25;-1,3;-0,92;0,21;0,78;-0,07;-0,41;-0,91;-0,54;-0,15;0,52;0,48;43,65;1,16;-1,32;-0,23;0,03;0,35;-0,14;0,02;-0,07;-0,25;-0,17;0,15;0,08;5
41,9;1,48;-2,08;-1,84;-1,17;1,73;0,35;0,25;-0,12;-0,34;-0,12;-0,13;0,37;43,73;1,24;-1,41;-0,47;-0,16;0,51;-0,08;0,06;-0,08;-0,3;-0,19;0,12;0,11;5
42,54;0,33;-1,76;-0,49;-0,16;0,24;-0,67;-0,56;0,43;0,23;-0,47;-0,55;0,06;43,94;1,18;-1,37;-0,51;-0,19;0,53;-0,12;0,05;-0,08;-0,28;-0,18;0,09;0,14;5
41,74;0,73;-2,73;-0,4;0,16;0,32;0,2;-0,73;-0,06;-0,33;-0,32;-0,28;0,19;43,78;1,07;-1,35;-0,52;-0,19;0,61;-0,05;-0,06;-0,1;-0,27;-0,18;0,06;0,17;5
40,99;-0,65;-2,73;-0,62;-0,26;0,29;0,03;-0,16;0,21;-0,04;-0,05;0,06;0,07;43,48;0,88;-1,51;-0,58;-0,26;0,61;-0,05;-0,1;-0,04;-0,23;-0,18;0,07;0,22;5
39,82;1,07;-2,25;-0,07;-0,37;0,49;-0,02;0,11;0,02;-0,26;-0,14;0,09;-0,47;43,1;0,85;-1,56;-0,64;-0,29;0,61;-0,07;-0,14;-0,1;-0,25;-0,16;0,09;0,14;5
38,75;0,6;-1,07;-0,25;0,24;0,33;0,16;-0,82;-0,71;-0,02;-0,15;-0,04;0,49;42,43;0,83;-1,53;-0,7;-0,27;0,61;-0,02;-0,2;-0,17;-0,22;-0,17;0,04;0,16;5
40,14;1,19;-1,28;-1,44;-0,26;0,29;0,51;-0,04;-0,05;-0,49;-0,06;0,63;0,65;42,01;0,85;-1,54;-0,73;-0,22;0,56;-0,01;-0,24;-0,18;-0,32;-0,17;0,1;0,22;5
42,48;0,99;-1,33;-1,2;-0,39;0,44;0,22;0,11;0,1;-0,35;-0,13;0,15;0,56;41,94;0,74;-1,63;-0,78;-0,23;0,56;0,06;-0,22;-0,1;-0,28;-0,22;0,07;0,23;5
38,92;1,41;-0,94;0,24;-0,16;-0,03;0,4;0,23;0,25;0,36;-0,33;-0,43;0,12;41,36;0,69;-1,74;-0,7;-0,22;0,49;0,11;-0,2;-0,08;-0,18;-0,19;0;0,25;5
38,4;1,53;-1,36;-0,27;-0,34;-0,4;0;1,17;0,37;-0,27;-0,39;0,21;0,53;40,57;0,87;-1,75;-0,63;-0,27;0,37;0,12;-0,04;0,04;-0,15;-0,22;-0,03;0,26;5
39,81;1,16;-0,85;-0,49;-0,22;-0,26;-0,59;-0,83;-0,95;-0,4;0,2;0,76;0,42;40,36;0,84;-1,63;-0,5;-0,18;0,17;0,02;-0,15;-0,04;-0,16;-0,18;0,06;0,26;5
38,75;2,35;-0,23;0,53;-0,13;0,06;0,07;0,37;-0,07;-0,21;-0,5;0,2;-0,05;39,98;1,04;-1,47;-0,4;-0,17;0,15;0,1;-0,06;-0,09;-0,2;-0,19;0,14;0,25;5
41,92;2,11;-1,71;-0,45;0,48;1,32;0,32;-0,01;0,14;0,77;0,57;0,3;0,5;40;1,18;-1,37;-0,4;-0,14;0,25;0,11;0,01;-0,07;-0,09;-0,1;0,19;0,28;5
43,74;1,05;-1,92;0,47;0,39;0,47;-0,13;-0,87;-0,47;-0,03;-0,19;0,48;0,77;40,27;1,35;-1,29;-0,29;-0,08;0,27;0,09;-0,06;-0,14;-0,09;-0,11;0,23;0,35;5
42,5;0,22;-2,04;-0,31;-0,19;-0,69;-0,51;-0,76;-0,25;-0,01;-1,08;-0,21;0,93;40,54;1,26;-1,27;-0,32;-0,06;0,15;0,05;-0,15;-0,16;-0,07;-0,21;0,2;0,49;5
43,64;0,1;-1,82;0,11;0,38;-0,1;-0,08;0,13;-0,04;-0,12;-0,62;-0,21;0,58;41,03;1,21;-1,35;-0,28;-0,04;0,11;0,02;-0,05;-0,1;-0,08;-0,25;0,19;0,5;5
42,58;0,52;-2,09;-0,36;0,17;0,05;-0,51;-0,21;0,39;0,47;-0,29;0,08;0,74;41,27;1,14;-1,43;-0,17;0;0,09;-0,08;-0,07;-0,05;0,02;-0,28;0,13;0,51;5
42,45;0,06;-1,66;-0,5;0,37;0,85;0,19;-0,04;0,26;0,41;-0,09;0,04;0,57;41,27;1,05;-1,46;-0,1;0,08;0,13;-0,08;-0,08;-0,04;0,1;-0,27;0,12;0,51;5
41,09;1,82;-1,74;0,12;-0,04;0,71;-0,11;-0,45;0,15;0,1;-0,54;-0,45;0,35;41,49;1,09;-1,54;-0,12;0,09;0,2;-0,14;-0,15;-0,05;0,07;-0,29;0,12;0,54;5
38,21;1,3;-1,46;-0,08;0,24;0,73;0,61;-0,09;0,28;0,4;0,47;0,05;-0,51;41,47;1,07;-1,55;-0,1;0,15;0,32;-0,08;-0,28;-0,06;0,14;-0,21;0,1;0,43;5
37,6;1,13;-1,26;0,49;0,41;0,79;0,31;-0,05;-0,26;0,03;0,29;0,43;0,22;41,25;1,07;-1,59;0;0,21;0,42;0,02;-0,2;0,01;0,18;-0,2;0,07;0,41;5
37,87;1,36;-0,54;0,41;0,28;0,07;-0,06;-0,02;0,15;0,12;-0,15;-0,49;-0,53;41,16;0,97;-1,62;-0,01;0,25;0,42;0;-0,24;0,04;0,21;-0,16;0;0,36;5
38,56;0,48;-0,98;0,27;0,11;-0,55;-0,3;0;-0,04;0,27;-0,15;0,04;-0,14;40,82;0,8;-1,55;0,06;0,21;0,23;-0,06;-0,24;0,02;0,16;-0,23;-0,03;0,3;5
40,81;0,04;-1,54;-0,68;0,08;0,11;-0,33;-0,14;-0,47;-0,01;-0,05;0,38;0,64;40,53;0,7;-1,51;-0,05;0,18;0,2;-0,08;-0,16;0,02;0,17;-0,22;-0,04;0,29;5
41,75;0,41;-1,19;-0,57;-0,44;0,51;0,1;0,07;-0,21;-0,51;0,09;0,7;0,77;40,46;0,72;-1,43;-0,08;0,16;0,32;-0,02;-0,08;0,02;0,12;-0,1;0,06;0,27;5
42,98;-0,04;-1,9;-1,6;-0,53;1,22;0,38;0,11;-0,12;-0,24;-0,08;0,7;0,21;40,39;0,71;-1,44;-0,25;0,07;0,45;0,03;-0,08;0,01;0,1;-0,05;0,15;0,23;5
43,04;0,41;-1,16;-0,85;0,02;1,29;0,45;0,04;-0,39;-0,64;-0,16;-0,16;-0,39;40,43;0,7;-1,34;-0,3;0,05;0,57;0,12;-0,06;-0,07;-0,01;-0,04;0,12;0,12;5
39,18;2,31;-1,09;-0,26;-1,2;-0,18;-0,13;-0,41;-0,83;-0,39;0,36;-0,01;-0,2;40,11;0,92;-1,28;-0,27;-0,11;0,47;0,09;-0,09;-0,17;-0,09;0,01;0,12;0,04;5
41;1,32;-1,73;0,06;0,84;0,65;-0,32;0,08;0,21;0,5;0,64;0,84;0,02;40,1;0,87;-1,28;-0,28;-0,02;0,46;0,07;-0,04;-0,17;-0,05;0,13;0,25;0,01;5
44,67;0,71;-1,66;0,07;0,43;0,28;0,39;0,22;0,44;0,79;-0,16;0,02;0,09;40,74;0,81;-1,3;-0,27;0;0,42;0,05;-0,01;-0,15;-0,01;0,06;0,24;0,07;5
44,4;1,2;-1,56;0,36;0,46;0,51;0,17;0,26;0,09;0,31;-0,58;-0,65;0,35;41,42;0,82;-1,33;-0,28;0,01;0,39;0,04;0,02;-0,12;0,02;-0,02;0,14;0,08;5
