MFCC_1;MFCC_2;MFCC_3;MFCC_4;MFCC_5;MFCC_6;MFCC_7;MFCC_8;MFCC_9;MFCC_10;MFCC_11;MFCC_12;MFCC_13;AVG_1;AVG_2;AVG_3;AVG_4;AVG_5;AVG_6;AVG_7;AVG_8;AVG_9;AVG_10;AVG_11;AVG_12;AVG_13;Palabra
48,86;1,55;0,57;0,48;0,18;0,17;-0,03;0,05;-0,23;-0,12;-0,09;0,11;0;48,57;1,18;-0,63;0,03;0,21;-0,06;-0,2;-0,01;-0,38;-0,05;-0,05;-0,05;-0,12;0
46,26;0,82;0,56;0,05;-0,26;0,25;-0,02;0,07;0,21;0,6;0,26;0,39;0,2;48,59;1,23;-0,54;0,01;0,21;0,02;-0,14;0,07;-0,28;0,04;0,02;0,01;-0,09;0
44,34;-0,04;-0,52;-0,69;-1,24;-0,79;-0,4;-0,11;-0,58;-0,23;-0,01;0,13;-0,02;48,8;1,18;-0,54;-0,04;0,18;0,03;-0,1;0,09;-0,26;0,02;0,14;0,02;-0,12;0
41,46;2,48;-0,46;0,64;-0,27;0,13;0,39;0,22;0,15;0,08;-0,59;0,13;0;47,54;1,18;-0,25;0,12;0,06;0,08;-0,05;0,02;-0,24;0,05;0,01;0,01;-0,1;0
44,37;1,22;0,17;0,64;0,35;0,14;-0,07;0,72;0,02;-0,34;-0,51;0,2;-0,09;46,16;1,26;-0,01;0,23;0,03;0,06;-0,08;0,07;-0,19;0,01;-0,07;0,02;-0,05;0
53,33;1,93;-2,54;-1,28;1,15;0,38;-0,33;0,71;0,28;-0,2;0,55;0,34;-0,5;46,04;1,19;0,02;0,21;0,02;0,05;-0,1;0,05;-0,15;0,05;-0,02;0,06;-0,07;0
54,98;2,59;-2,52;-1,07;1,09;0,06;0,11;0,55;-0,72;-0,26;1;-0,01;-0,42;47,04;1,44;-0,33;0,04;0,06;0;-0,1;0,13;-0,23;-0,06;0,01;0,04;-0,1;0
54,4;2,42;-2,01;-1,04;1,05;0,48;-0,4;0,15;0,02;-0,08;0,48;0,12;-0,53;47,89;1,58;-0,55;-0,15;0,15;0,01;-0,14;0,22;-0,14;-0,06;0,1;0,11;-0,18;0
46,27;1,93;0,64;0,44;-0,43;-0,08;-0,25;-0,72;-0,53;-0,02;0,1;0,05;0,04;47,91;1,68;-0,52;-0,11;0,16;0,07;-0,12;0,17;-0,12;-0,03;0,12;0,11;-0,17;0
45,11;1,09;-0,01;0,49;-0,03;0,47;0,09;-0,31;-1,16;-0,36;0,05;0,47;0,09;47,94;1,6;-0,61;-0,13;0,16;0,12;-0,09;0,13;-0,25;-0,09;0,13;0,19;-0,12;0
43,66;2,08;-0,16;0,58;-0,09;0,46;0,6;-0,22;-0,53;0,22;-0,25;0,04;-0,49;47,42;1,65;-0,69;-0,12;0,13;0,15;-0,03;0,11;-0,28;-0,06;0,11;0,19;-0,17;0
45,54;1,45;0,94;1,2;0,15;-0,05;0,01;0,06;0,51;0,41;0,24;0,56;0,27;47,35;1,72;-0,65;-0,01;0,17;0,12;-0,03;0,11;-0,25;-0,08;0,11;0,2;-0,17;0
44,1;1,78;0,81;0,58;-0,07;-0,38;0,08;0,63;0,59;0,02;0,06;0,78;0,41;47,32;1,9;-0,51;0,12;0,29;0,16;0,02;0,18;-0,14;-0,05;0,12;0,27;-0,12;0
43,46;3,99;0,2;1,08;-0,16;-0,21;0,11;-0,02;-0,25;0,02;0,07;0,5;0,05;47,52;2,05;-0,45;0,16;0,3;0,13;-0,01;0,16;-0,18;-0,06;0,18;0,31;-0,12;0
43,68;3,29;0,94;0,69;-0,35;0,41;-0,52;-0,17;0,17;0,48;0,11;0,15;-0,25;47,45;2,25;-0,37;0,17;0,23;0,15;-0,05;0,07;-0,16;0,02;0,24;0,3;-0,13;0
45;1,84;0,48;0,53;-0,65;-0,14;-0,35;-0,28;0,14;0,26;-0,3;0,16;0,34;46,62;2,25;-0,07;0,35;0,05;0,1;-0,05;-0,03;-0,18;0,07;0,16;0,28;-0,05;0
46,59;0,62;0,16;0,43;-0,12;-0,17;-0,28;-0,08;0,24;0,52;0,33;0,49;0,43;45,78;2,05;0,2;0,5;-0,07;0,08;-0,09;-0,09;-0,08;0,15;0,09;0,33;0,04;0
51,48;1,26;-2,73;-1,3;0,79;-0,03;-0,22;0,51;-0,44;0,01;0,57;-0,45;-0,58;45,49;1,93;0,13;0,47;-0,1;0,03;-0,07;-0,06;-0,13;0,16;0,1;0,28;0,03;0
55,37;1,25;-2,44;-1,04;1,23;0,44;0,03;0,48;-0,8;-0,5;0,75;-0,36;-0,69;46,4;1,87;-0,18;0,32;0,07;0,08;-0,05;0,06;-0,15;0,11;0,17;0,24;-0,04;0
54,96;1,27;-2,47;-0,13;1,33;0,72;0,37;0,33;-0,48;0,02;0,44;-0,29;-0,75;47,38;1,88;-0,43;0,26;0,21;0,1;-0,02;0,12;-0,09;0,15;0,2;0,16;-0,13;0
48,44;2,24;0,21;0,18;0,19;0,49;0,44;0,33;0,14;0,27;-0,09;0,04;0,11;47,86;1,9;-0,39;0,22;0,23;0,11;-0,03;0,18;-0,02;0,15;0,22;0,16;-0,07;0
45,04;1,98;0,67;1,24;0,59;0,53;0,54;0,08;-0,38;0,38;0,26;-0,52;-0,57;47,81;1,95;-0,42;0,23;0,28;0,17;0,02;0,18;-0,11;0,15;0,22;0,05;-0,15;0
44,52;1,83;0,27;1,01;0,48;0,46;0,45;0,33;-0,52;-0,27;-0,14;-0,45;-0,49;47,85;1,96;-0,47;0,27;0,33;0,25;0,06;0,15;-0,22;0,12;0,2;-0,07;-0,24;0
41,79;3,34;-0,12;1,03;0,39;0,78;0,18;-0,26;-0,47;-0,21;-0,25;-0,09;-0,26;47,69;1,89;-0,5;0,26;0,39;0,35;0,06;0,13;-0,24;0,1;0,17;-0,13;-0,27;0
42,69;1,92;0,87;0,72;0,82;0,7;0,11;0,14;0,15;0,04;-0,25;0,03;0,08;47,59;1,76;-0,51;0,27;0,5;0,38;0,13;0,16;-0,24;0,05;0,13;-0,14;-0,24;0
41,16;2,08;0,09;0,71;-0,31;-0,28;-0,12;0,08;0,1;-0,25;-0,58;0,18;0,2;47,2;1,78;-0,55;0,28;0,54;0,37;0,15;0,19;-0,25;0;0,1;-0,14;-0,25;0
41,03;3,5;-0,04;1,17;0,23;0,7;0,49;0,54;-0,03;0,09;-0,25;0,03;0,4;46,65;2,07;-0,57;0,36;0,57;0,45;0,23;0,26;-0,27;-0,04;0,05;-0,19;-0,26;0
43,34;1,39;0,56;0,56;-0,31;0,13;0,5;0,42;0,07;-0,11;-0,14;0,28;-0,03;45,83;2,08;-0,24;0,54;0,46;0,47;0,3;0,25;-0,22;-0,05;-0,03;-0,11;-0,2;0
43,37;1,86;0,48;0,2;0,36;0,74;0,53;0,32;-0,3;0;0,3;-0,02;0,12;44,63;2,14;0,05;0,67;0,38;0,5;0,35;0,23;-0,17;0;-0,07;-0,08;-0,12;0
43,97;2,71;-0,46;0,32;1,07;0,42;0,29;0,46;0,36;0,04;0,1;-0,16;-0,37;43,53;2,29;0,25;0,71;0,35;0,47;0,34;0,24;-0,09;0;-0,1;-0,07;-0,08;0
56,42;1,43;-2,34;-0,34;1,03;-0,09;0,11;0,06;-0,11;-0,03;0,65;0,39;-0,43;44,33;2,2;0;0,66;0,44;0,41;0,31;0,22;-0,11;-0,03;-0,03;-0,03;-0,14;0
55,88;1,71;-3,05;-1;0,82;0,04;-0,15;0,43;-0,83;-0,87;0,13;-0,1;-0,57;45,42;2,18;-0,37;0,44;0,46;0,36;0,24;0,25;-0,16;-0,16;-0,04;0,01;-0,14;0
50,71;2,48;-1;-0,51;0,35;0,43;0,3;0,5;-0,43;-0,57;-0,07;0,17;-0,34;46,04;2,24;-0,5;0,29;0,45;0,36;0,23;0,27;-0,15;-0,19;-0,04;0,07;-0,12;0
44,83;0,9;-0,49;0,46;0,29;-0,01;0,07;0,17;-0,28;0,73;0,51;-0,29;-0,13;46,34;2;-0,54;0,23;0,44;0,28;0,21;0,31;-0,13;-0,09;0,04;0,05;-0,11;0
44,7;1,17;-0,2;0,72;0,49;0,17;0,47;0,2;-0,16;0,46;0,39;-0,22;0,2;46,54;1,92;-0,64;0,23;0,4;0,22;0,25;0,32;-0,16;-0,05;0,1;0,03;-0,1;0
41,53;1,6;0,51;0,68;1,15;0,79;0,65;0,79;0,02;0,29;-0,81;-0,89;-0,5;46,58;1,88;-0,6;0,23;0,55;0,33;0,33;0,39;-0,17;0;0,08;-0,08;-0,17;0
44,3;1,12;0,45;0,39;0,12;0,71;0,77;0,72;0,23;0,54;0,34;0,03;-0,14;46,9;1,64;-0,55;0,15;0,54;0,33;0,36;0,41;-0,14;0,05;0,14;-0,08;-0,22;0
43,24;0,57;0,4;0,84;0,85;1,11;0,13;0,09;0,38;0,84;0,84;0,62;0,12;46,89;1,56;-0,57;0,18;0,65;0,43;0,32;0,37;-0,11;0,14;0,24;-0,05;-0,2;0
42,75;1,78;0,99;0,59;0,13;0,51;0,05;-0,03;-0,53;-0,4;0,01;0,27;0;46,83;1,55;-0,52;0,22;0,63;0,41;0,27;0,34;-0,14;0,1;0,21;-0,02;-0,22;0
42,09;1,4;0,72;0,55;-0,13;-0,07;-0,19;-0,64;-0,63;-0,07;-0,32;-0,09;-0,02;46,64;1,42;-0,4;0,24;0,51;0,36;0,22;0,23;-0,24;0,09;0,17;-0,01;-0,18;0
40,56;1,99;0,34;1,52;1,06;0,49;-0,13;-0,44;-0,32;0,36;0,11;-0,21;-0,35;45,06;1,47;-0,13;0,43;0,51;0,42;0,2;0,18;-0,26;0,13;0,11;-0,07;-0,17;0
46,33;1,07;0,42;0,55;0,56;0,6;-0,06;-0,06;-0,22;-0,32;-0,45;-0,07;-0,17;44,1;1,41;0,21;0,58;0,49;0,47;0,21;0,13;-0,2;0,19;0,05;-0,07;-0,13;0
55,75;0,32;-1,74;-0,26;1,55;0,92;0,47;0,24;0,09;0,02;0,23;-0,26;-0,8;44,61;1,19;0,14;0,61;0,61;0,52;0,22;0,1;-0,14;0,25;0,08;-0,11;-0,18;0
56,25;0,58;-2,26;-1,37;0,47;0,49;0,34;0,67;0,48;0,43;0,76;0,38;-0,36;45,75;1,16;-0,04;0,42;0,62;0,57;0,25;0,15;-0,07;0,22;0,11;-0,04;-0,2;0
53,7;0,72;-2;-1,22;0,12;0,61;0,56;0,58;-0,04;0,16;0,63;0,54;-0,25;46,65;1,11;-0,22;0,23;0,59;0,62;0,26;0,19;-0,06;0,19;0,13;0,03;-0,25;0
46,54;1,35;0,53;1,43;-0,09;0,28;0,24;-0,48;-0,12;0,35;0,12;0,21;-0,17;47,15;1,09;-0,22;0,3;0,46;0,56;0,22;0,06;-0,07;0,19;0,23;0,14;-0,21;0
43,06;1,99;0,4;1,11;-0,16;0,71;1,12;0,14;-0,19;-0,28;-0,27;0,09;-0,17;47,03;1,18;-0,22;0,37;0,44;0,56;0,25;0,01;-0,11;0,11;0,16;0,15;-0,22;0
43,34;1,97;0,86;0,97;0,26;0,09;0,34;0,49;0,26;0,55;0,27;0,15;-0,18;47,04;1,32;-0,17;0,39;0,38;0,46;0,27;0,04;-0,12;0,08;0,11;0,1;-0,25;0
39,48;2,96;0;1,06;-0,03;0,11;-0,18;-0,03;0,14;0,14;-0,08;0,27;0,16;46,71;1,44;-0,27;0,44;0,36;0,42;0,25;0,05;-0,06;0,14;0,1;0,1;-0,23;0
39,21;1,88;0,37;0,84;-0,2;1,06;0,94;0,24;0,55;0,47;-0,26;0,14;-0,03;46,42;1,48;-0,31;0,46;0,35;0,54;0,36;0,13;0,06;0,19;0,11;0,12;-0,23;0
42,08;1,51;0,56;0,39;-0,14;0,13;0,1;0,12;-0,33;-0,24;-0,15;0,19;0,03;46,57;1,44;-0,29;0,35;0,23;0,5;0,39;0,19;0,06;0,13;0,08;0,16;-0,19;0
40,8;3,7;0,45;1,26;-0,08;-0,1;0,25;0,13;-0,5;-0,12;0,21;0,62;0,05;46,02;1,7;-0,28;0,42;0,17;0,43;0,42;0,21;0,03;0,15;0,15;0,23;-0,17;0
39,82;3,64;0,41;1,46;0,27;0,13;-0,32;-0,15;-0,89;0,02;1,05;0,61;-0,18;44,43;2,03;-0,07;0,59;0,04;0,35;0,34;0,17;-0,06;0,15;0,23;0,32;-0,11;0
41,99;3,67;0,99;1,12;0,19;-0,49;-0,25;0,18;-0,07;-0,04;0,5;-0,13;-0,31;43;2,34;0,26;0,84;0,01;0,25;0,28;0,12;-0,12;0,1;0,2;0,27;-0,1;0
55,01;2,73;-2,43;-0,51;1,54;-0,43;0,13;0,35;-0,2;-0,4;0,9;0,13;-0,19;43,13;2,54;0,21;0,91;0,16;0,15;0,24;0,1;-0,14;0,05;0,23;0,23;-0,1;0
55,44;2,18;-2,57;-0,5;1,48;0,01;0,17;0,79;-0,31;-0,71;0,19;-0,1;-0,33;44,02;2,62;-0,1;0,72;0,31;0,12;0,23;0,22;-0,15;-0,06;0,24;0,2;-0,11;0
50,34;1,28;0,09;-0,24;-0,39;-0,08;-0,22;0,1;0,14;0,23;0,09;0,04;-0,15;44,75;2,55;-0,13;0,58;0,29;0,04;0,1;0,22;-0,12;-0,01;0,27;0,19;-0,11;0
44,47;1,88;0,32;0,39;0,12;-0,52;-0,73;-0,12;-0,37;-0,4;-0,24;-0,17;-0,27;44,86;2,54;-0,18;0,53;0,28;-0,02;-0,01;0,16;-0,18;-0,1;0,22;0,16;-0,12;0
43,37;2,01;1,29;1,17;0,2;-0,07;0,09;0,56;0,01;-0,02;-0,06;-0,12;-0,39;45,25;2,45;-0,05;0,54;0,3;-0,04;0,02;0,22;-0,2;-0,12;0,22;0,12;-0,18;0
41,99;2,46;1,17;0,86;0,26;-0,14;-0,34;0,15;0,3;0,17;-0,31;-0,36;-0,53;45,53;2,51;0,03;0,54;0,35;-0,16;-0,11;0,21;-0,22;-0,15;0,22;0,07;-0,23;0
42,23;1,4;0,22;0,66;0,35;0,25;0,06;0,08;-0,47;-0,35;-0,25;0,16;0,07;45,55;2,49;-0,01;0,57;0,39;-0,14;-0,12;0,21;-0,23;-0,16;0,21;0,07;-0,22;0
40,39;2,89;-0,63;1,13;-0,57;0,21;-0,54;0,02;0,19;0,34;-0,19;0,27;0,16;45,5;2,41;-0,12;0,55;0,35;-0,11;-0,19;0,2;-0,17;-0,11;0,17;0,03;-0,21;0
40,58;1,76;-0,36;0,83;-0,17;-0,07;-0,37;-0,62;-0,09;0,19;-0,28;-0,49;-0,38;45,58;2,22;-0,19;0,49;0,3;-0,13;-0,2;0,15;-0,09;-0,1;0,04;-0,08;-0,23;0
44,61;1,08;-0,49;0,05;-0,21;-0,41;-0,2;-0,21;-0,36;-0,27;-0,61;-0,09;-0,13;45,84;1,97;-0,34;0,38;0,26;-0,13;-0,19;0,11;-0,11;-0,12;-0,07;-0,07;-0,21;0
46,72;0,54;0,22;0,49;-0,1;-0,38;-0,55;-0,25;-0,58;-0,41;-0,32;-0,24;0,05;45,01;1,75;-0,07;0,48;0,1;-0,12;-0,26;0,05;-0,15;-0,12;-0,2;-0,11;-0,19;0
45,3;1,08;0,22;0,27;0,02;0,16;-0,02;0,17;0,06;0,13;-0,19;-0,16;0,13;44;1,64;0,2;0,56;-0,05;-0,11;-0,28;-0,01;-0,12;-0,04;-0,24;-0,12;-0,15;0
50,92;2,24;-2,06;-0,69;0,54;0,23;-0,59;0,24;0,09;-0,14;0,66;0,4;-0,57;44,06;1,73;-0,01;0,52;0,04;-0,07;-0,32;0;-0,12;-0,08;-0,18;-0,08;-0,19;0
54,75;1,78;-2,61;-1,24;0,89;0,16;-0,61;0,26;-0,26;-0,64;0,2;0,16;-0,72;45,08;1,72;-0,3;0,35;0,12;-0,01;-0,31;0,04;-0,11;-0,1;-0,13;-0,05;-0,23;0
54,7;1,49;-2,01;-1,22;0,53;0,05;-0,35;0;-0,07;-0,16;0,4;0,06;-0,74;46,22;1,67;-0,63;0,11;0,15;0,01;-0,35;-0,02;-0,12;-0,11;-0,09;-0,03;-0,27;0
48,58;1,27;-0,05;-0,58;-0,39;0,24;0,15;-0,07;-0,31;-0,17;-0,28;-0,06;-0,08;46,88;1,55;-0,76;-0,03;0,09;0,04;-0,3;-0,04;-0,18;-0,15;-0,08;0;-0,22;0
43,28;1,22;-0,6;-0,07;-0,05;-0,23;-0,82;-0,45;-0,53;-0,39;-0,21;-0,11;-0,01;46,98;1,53;-0,84;-0,1;0,05;-0,01;-0,39;-0,09;-0,19;-0,15;-0,08;-0,03;-0,23;0
40,49;3,1;-0,01;1,11;-0,08;0,27;0,08;0,15;-0,38;-0,09;0,58;0,64;-0,3;46,99;1,56;-0,78;-0,11;0,1;0;-0,33;-0,08;-0,24;-0,19;0;0,01;-0,27;0
41,47;2,92;0,07;1,56;0,79;0,2;0,21;0,61;0,28;-0,23;0,02;0,33;0,48;47,08;1,67;-0,73;-0,03;0,2;0,03;-0,27;0,05;-0,21;-0,24;0,03;0,09;-0,19;0
42,83;1,66;0,57;0,93;0,89;0,53;-0,46;0,01;-0,09;-0,19;-0,2;0,12;-0,14;46,9;1,73;-0,63;0,05;0,31;0,12;-0,29;0,07;-0,18;-0,23;0,07;0,11;-0,19;0
47,62;0,79;0,5;0,51;0,01;0,07;-0,27;-0,13;0;-0,05;-0,58;-0,44;-0,18;46,99;1,75;-0,6;0,06;0,32;0,17;-0,27;0,08;-0,12;-0,19;0,04;0,09;-0,21;0
46,47;0,64;-0,08;-0,25;-0,31;-0,14;-0,33;-0,1;-0,21;-0,08;-0,39;-0,22;0,1;47,11;1,71;-0,63;0;0,28;0,14;-0,3;0,05;-0,15;-0,21;0,02;0,09;-0,21;0
43,12;0,74;0,42;0,48;0,28;0,56;0,83;0,94;0,3;0,04;-0,24;-0,37;-0,04;46,33;1,56;-0,38;0,12;0,26;0,17;-0,16;0,12;-0,13;-0,19;-0,07;0,01;-0,16;0
42,96;2,55;0,67;1,22;0,72;0,43;0,24;0,31;-0,49;-0,06;0,35;-0,31;-0,48;45,15;1,64;-0,05;0,37;0,24;0,2;-0,07;0,13;-0,15;-0,14;-0,05;-0,04;-0,14;0
57,1;-0,51;-1,9;-0,06;0,85;0,78;0,44;0,1;-0,37;-0,21;-0,07;-0,61;-1,01;45,39;1,44;-0,04;0,48;0,27;0,27;0,01;0,14;-0,18;-0,14;-0,1;-0,1;-0,17;0
57,69;-0,35;-2,49;-0,59;0,35;-0,02;-0,28;0,48;0,23;0,21;-0,01;-0,11;-0,45;46,3;1,28;-0,29;0,48;0,35;0,24;-0,03;0,19;-0,13;-0,1;-0,07;-0,11;-0,2;0
49,84;2,16;-0,62;-0,14;0,06;0;-0,17;0,29;-0,16;0,09;0,49;0,39;-0,1;46,96;1,37;-0,29;0,48;0,36;0,27;0,03;0,26;-0,09;-0,06;0;-0,06;-0,21;0
44;2;0,39;0,29;0,79;0,15;-0,16;0,73;0,28;0,49;0,34;0,08;-0,22;47,31;1,26;-0,25;0,39;0,44;0,26;0,01;0,32;-0,02;0;-0,03;-0,11;-0,2;0
41,95;2,28;-0,03;0,68;0,83;1,1;0,73;0,42;-0,4;-0,14;-0,37;-0,33;-0,08;47,36;1,2;-0,26;0,31;0,45;0,35;0,06;0,3;-0,09;0,01;-0,07;-0,18;-0,26;0
48,87;1,83;1,26;0,86;0,5;0,25;-0,05;0,14;-0,26;-0,16;-0,2;0,04;0,18;47,96;1,21;-0,19;0,3;0,41;0,32;0,1;0,32;-0,11;0,01;-0,07;-0,19;-0,23;0
47,22;1,7;0,87;0,56;0,25;0,34;0,15;0,41;0,28;0,22;-0,15;-0,05;0;47,92;1,31;-0,15;0,3;0,43;0,35;0,14;0,37;-0,08;0,04;-0,02;-0,15;-0,21;0
45,57;1,63;0,77;0,37;0,13;0,19;-0,1;0,13;-0,01;-0,1;-0,16;0,03;-0,18;47,83;1,41;-0,07;0,37;0,48;0,38;0,16;0,4;-0,06;0,04;0;-0,12;-0,24;0
40,69;3,07;0,09;1,64;0,56;0,7;-0,08;0,31;0,15;-0,19;-0,17;-0,18;-0,22;47,59;1,64;-0,1;0,48;0,5;0,39;0,07;0,33;-0,07;0,02;0,01;-0,1;-0,25;0
42,35;2,67;0,52;1,39;0,55;0,39;0,49;0,56;0,36;-0,32;-0,49;0,08;-0,08;47,53;1,65;-0,12;0,5;0,49;0,39;0,1;0,36;0,01;-0,01;-0,08;-0,07;-0,21;0
43,38;1,96;0,6;1,18;0,78;0,99;0,74;0,45;0,23;0;-0,88;-0,22;0,37;46,16;1,9;0,13;0,62;0,48;0,41;0,13;0,39;0,07;0,01;-0,16;-0,03;-0,08;0
41,96;2,8;1,26;2,23;1,23;1,31;0,44;0,21;0;-0,17;-0,4;-0,53;0,14;44,58;2,21;0,51;0,91;0,57;0,54;0,2;0,37;0,05;-0,03;-0,2;-0,07;-0,02;0
48,41;2,65;-0,91;0,33;1,66;0,33;0,04;0,51;-0,1;-0,43;0,32;-0,44;-0,55;44,44;2,26;0,48;0,95;0,73;0,57;0,22;0,39;0,05;-0,08;-0,22;-0,15;-0,06;0
54,89;2,05;-2,68;-0,23;2,1;0,26;-0,02;0,34;-0,46;-0,21;1,12;-0,69;-0,29;45,53;2,27;0,17;0,9;0,86;0,59;0,23;0,35;-0,02;-0,15;-0,14;-0,23;-0,07;0
56,8;1;-1,98;-0,21;0,83;0,1;-0,22;0,3;-0,22;0,07;0,56;0,01;-0,66;47,01;2,14;-0,02;0,81;0,86;0,49;0,14;0,34;0;-0,13;-0,04;-0,2;-0,13;0
50,39;1,85;0,41;0,37;0,27;0,33;0,29;0,51;0,11;0,13;0,02;-0,07;-0,27;47,17;2,14;-0,11;0,76;0,84;0,49;0,17;0,37;0,03;-0,1;-0,02;-0,21;-0,17;0
45,99;1,66;0,87;1,06;0,77;0,76;0,55;0,15;-0,39;-0,08;-0,4;-0,1;0,24;47,04;2,13;-0,11;0,81;0,89;0,54;0,21;0,35;-0,03;-0,13;-0,05;-0,21;-0,15;0
42,55;2,56;0,56;1,58;0,88;0,39;0,47;0,41;0,12;0,15;0,22;-0,46;-0,37;46,74;2,23;-0,13;0,93;0,96;0,56;0,27;0,38;-0,02;-0,1;-0,01;-0,26;-0,17;0
42,98;3,2;0,62;1,31;0,13;0,05;0,38;0,68;0,31;0,25;-0,04;-0,08;-0,25;46,97;2,24;-0,07;0,9;0,92;0,49;0,32;0,41;0;-0,06;0;-0,25;-0,17;0
42,41;3,19;0,41;1,41;0,12;0,42;0,22;0,71;-0,05;-0,06;-0,21;-0,26;0,37;46,98;2,29;-0,08;0,9;0,88;0,49;0,29;0,43;-0,05;-0,04;0,03;-0,28;-0,13;0
41,95;2,62;0,35;1,41;0,29;0,41;0,43;0,41;0,13;-0,11;0,08;-0,04;-0,09;46,83;2,36;-0,11;0,92;0,83;0,44;0,26;0,42;-0,06;-0,05;0,13;-0,27;-0,17;0
45,93;1,4;0,99;0,96;0,25;0,06;0,11;0,39;-0,12;-0,19;-0,22;0,08;0,2;47,23;2,22;-0,14;0,8;0,73;0,31;0,22;0,44;-0,07;-0,05;0,15;-0,21;-0,17;0
45,68;1,8;1,21;1,11;0,5;0,46;0,43;0,63;-0,12;-0,44;-0,36;-0,23;-0,42;46,96;2,13;0,08;0,88;0,61;0,32;0,26;0,45;-0,07;-0,05;0,08;-0,18;-0,15;0
40,5;2,58;0,23;1,32;0,22;0,54;0,56;0,3;0,25;0,22;-0,07;0,3;0,36;45,52;2,19;0,37;1,03;0,43;0,35;0,32;0,45;0;-0,01;-0,04;-0,08;-0,09;0
47,91;2,2;-1,92;-0,58;0,66;0,03;-0,37;0,64;0,48;0,33;0,58;0,25;-0,47;44,63;2,31;0,37;0,99;0,41;0,35;0,31;0,48;0,07;0,02;-0,04;-0,06;-0,07;0
56,89;-1,1;-2,4;-1,08;-0,18;-0,14;-0,22;0,12;-0,21;0;0,44;0,72;0,26;45,28;2,01;0,09;0,85;0,36;0,3;0,26;0,44;0,04;0,01;0;0,02;-0,02;0
56,39;0,38;-1,8;-0,54;0,65;0,8;0,11;0,25;0,05;-0,12;-0,65;-0,67;-0,47;46,32;1,88;-0,18;0,69;0,35;0,3;0,21;0,45;0,08;0;-0,02;-0,04;-0,09;0
50,14;2,46;1,13;0,47;0,16;0,28;0,07;0,22;-0,09;-0,03;0,28;0,43;-0,09;47,08;1,87;-0,12;0,58;0,28;0,29;0,17;0,43;0,06;-0,01;-0,02;0,05;-0,06;0
48,31;1,79;0,68;1,29;1,13;0,29;0,2;-0,29;-0,63;-0,17;0,04;-0,13;-0,04;47,61;1,73;-0,11;0,58;0,38;0,32;0,15;0,34;-0,03;-0,06;-0,01;0,05;-0,04;0
42,69;2,15;0,64;1,24;0,76;0,78;0,23;0,04;0,44;0,34;-0,03;0,01;-0,07;47,64;1,63;-0,09;0,56;0,44;0,35;0,15;0,27;0,02;-0,02;0,01;0,07;-0,08;0
42,65;1,39;0,88;1,47;1,25;0,82;0,21;-0,06;0,04;0,42;-0,14;-0,41;-0,35;47,71;1,5;-0,04;0,57;0,54;0,39;0,13;0,22;0,01;0,04;-0,01;0,03;-0,11;0
39,99;2,72;1,08;2,34;0,43;0,31;0,61;0,71;0,36;-0,21;-0,73;-0,03;-0,12;47,11;1,64;-0,03;0,71;0,56;0,42;0,18;0,26;0,06;0,03;-0,07;0,02;-0,14;0
40,78;2,68;0,6;1,14;0,38;0,22;0,16;0,43;0,08;-0,06;-0,22;0,05;0,26;46,62;1,73;-0,09;0,71;0,54;0,39;0,15;0,24;0,08;0,07;-0,05;0,05;-0,07;0
44,31;1,59;1,47;1,2;0,35;0,4;0,3;0,55;0,07;-0,24;-0,26;-0,11;-0,03;47,01;1,63;0,04;0,69;0,56;0,38;0,13;0,26;0,06;0,02;-0,07;0,01;-0,11;0
46,6;1,17;0,5;0,33;0,28;0,68;0,05;-0,01;-0,08;0,01;-0,02;0,13;-0,18;46,87;1,52;0,28;0,79;0,52;0,44;0,17;0,2;0;-0,01;-0,13;0;-0,08;0
41,16;2,31;1,15;0,84;0,24;0,39;0,06;0,14;0,33;0,48;0,3;0,23;-0,34;45,3;1,87;0,63;0,98;0,56;0,5;0,2;0,2;0,06;0,04;-0,14;-0,05;-0,14;0
45,06;1,56;1,08;1,07;0,26;0,16;0,17;0,14;0,03;-0,04;-0,27;0,05;0,14;44,17;1,98;0,92;1,14;0,52;0,43;0,2;0,19;0,05;0,05;-0,11;0,02;-0,08;0
55,4;1,36;-2,19;-0,17;0,98;0,39;-0,02;0,48;-0,29;-0,02;0,63;0,52;-0,33;44,69;1,87;0,59;1,07;0,6;0,44;0,2;0,21;0,03;0,05;-0,07;0,03;-0,11;0
56,27;2,35;-2,27;-0,33;1,23;0,39;-0,29;0,7;0,31;-0,03;0,13;-0,24;-0,61;45,49;1,93;0,29;0,91;0,62;0,45;0,15;0,31;0,13;0,06;-0,06;0,02;-0,16;0
51,96;2,54;-1,06;-0,34;0,87;0,69;0,21;0,21;-0,37;-0,17;0,35;0,32;-0,16;46,42;1,97;0,12;0,76;0,63;0,44;0,14;0,33;0,05;0,01;-0,03;0,05;-0,17;0
47,29;1,23;0,2;1,76;0,61;0,17;0,33;0,44;0,31;0,33;0,03;-0,02;-0,38;46,88;1,95;0,06;0,78;0,56;0,38;0,16;0,38;0,07;0,01;-0,01;0,09;-0,18;0
43,86;1,28;-0,33;1,78;0,41;-0,29;0,17;-0,17;-0,09;0,16;0,05;-0,91;-1,02;47,27;1,81;-0,08;0,73;0,56;0,32;0,11;0,29;0,03;0,04;0,07;0;-0,26;0
42,35;2,03;1,03;1,47;1,03;0,74;0,59;-0,03;-0,57;-0,4;0,01;0,06;-0,11;47,43;1,74;-0,04;0,76;0,63;0,37;0,16;0,24;-0,03;0,01;0,09;0;-0,3;0
